DEPARTAMENTO;MUNICIPIO;ZONA;PUESTO;NOMBRE PUESTO DE VOTACION;MESA;BARRIO;ESTRATO;URBANO/RURAL;MOVIMIENTO DE SALVACION NACIONAL;GENTE EN MOVIMIENTO;WILDER IBERSON ESCOBAR ORTIZ;JUAN CARLOS HENAO VALENCIA;CLAUDIA PATRICIA ECHEVERRY BEDOYA;JUANITA ESPELETA NOREÑA;TULIA ELENA HERNANDEZ BURBANO;PACTO HISTÓRICO Y VERDES;SANTIAGO OSORIO MARIN;DIANA MARCELA ALVAREZ VALENCIA;UBALDO GONZALEZ ARIAS;VICTOR HUGO ZULUAGA RAVE;ERIKA JOHANA SANCHEZ CARDONA;COAL. PARTIDOS CAMBIO RADICAL Y COLOMBIA JUSTA LIB RES;HECTOR ALBERTO GIRALDO QUINTERO;MILTON IVAN TIBADUIZA MARIN;GLADYS GALEANO MARTINEZ;PAULA ANDREA GARCIA DIAZ;MILTON GUTIERREZ NAVARRETE;PARTIDO CONSERVADOR COLOMBIANO;FELIX ALEJANDRO CHICA CORREA;LUISA FERNANDA BARRIGA FRANCO;JUANA CAROLINA LONDOÑO JARAMILLO;JORGE HERNAN YEPES ALZATE;PARTIDO CENTRO DEMOCRÁTICO;LUIS FERNANDO GOMEZ BETANCURT;JENNY VASCO MONTOYA;JESUS IVAN OSPINA ATEHORTUA;ANGELA MARIA ZULUAGA TREJOS;CRISTIAN JIOVANY VALENCIA GRISALES;COALICIÓN JUNTOS POR CALDAS;JUAN SEBASTIAN GOMEZ GONZALES;CLAUDIA LORENA PINILLA MARTINEZ;CAMILO SALAZAR RAMIREZ;GLORIA PATRICIA GIL BEDOYA;HUGO ALBERTO POVEDA CASTAÑEDA;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";MARINO MURILLO FRANCO;MARIA LUISA GONZALEZ GALVIS;HECTOR ARBEY OSORIO OCAMPO;YELILE AGUIRRE VALENCIA;JUAN FELIPE ALVAREZ CASTRO;PARTIDO LIBERAL COLOMBIANO;JOSE OCTAVIO CARDONA LEON;MARTHA LLANETH ALVAREZ SALAZAR;ANDRES FELIPE BETANCOURTH LOPEZ;JUAN CAMILO ALDANA MORALES;EVELIN PINEDA DIAZ;VOTOS EN BLANCO;VOTOS NULOS;VOTOS NO MARCADOS
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;7;;;URBANO;0;2;23;2;0;2;0;5;6;0;2;0;0;1;0;0;1;1;0;0;2;1;0;3;4;2;2;2;0;0;1;4;3;0;0;1;0;3;0;0;0;0;7;26;1;15;1;8;18;11;5
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;8;;;URBANO;0;1;22;2;1;1;0;1;0;1;3;1;1;0;0;0;0;1;0;2;2;0;0;6;2;2;0;0;0;1;0;2;0;0;0;0;1;1;1;0;0;2;3;19;1;8;2;5;7;15;5
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;9;;;URBANO;2;0;39;0;1;0;0;3;6;0;0;0;1;0;1;2;0;2;0;4;2;0;2;2;3;3;0;0;0;0;5;0;8;1;0;1;0;2;0;0;0;0;9;24;2;6;0;8;10;21;14
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;10;;;URBANO;0;2;26;3;0;1;0;2;8;0;2;0;0;0;1;1;0;1;0;4;8;3;6;5;3;0;0;3;0;0;1;4;7;1;0;0;1;3;0;1;0;0;7;44;3;12;0;5;8;24;7
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;11;;;URBANO;0;0;36;1;1;1;0;3;6;0;0;0;1;0;0;0;3;0;1;6;5;0;3;5;8;3;0;3;1;1;1;8;9;0;0;0;2;2;1;2;1;2;10;50;1;15;1;8;6;20;12
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;12;;;URBANO;0;3;43;1;0;0;0;4;3;0;1;0;0;1;0;0;0;2;0;3;2;0;0;9;3;1;1;5;0;2;2;7;9;0;0;1;3;1;0;0;0;2;7;47;1;13;2;5;5;28;14
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;13;;;URBANO;0;2;29;1;1;1;0;6;7;1;0;0;0;0;0;1;0;2;0;4;6;0;2;5;3;0;0;2;0;1;1;6;10;0;1;0;2;2;1;0;0;2;9;30;1;13;2;6;14;19;8
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;14;;;URBANO;0;0;37;0;0;1;0;3;6;1;0;0;0;1;1;1;0;2;1;2;4;1;0;5;7;2;0;1;0;1;3;0;9;1;0;0;2;2;0;0;0;3;7;38;1;21;0;8;7;19;12
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;15;;;URBANO;0;0;35;0;0;0;0;5;2;0;0;1;1;0;1;1;0;0;0;2;1;0;1;4;1;1;0;2;0;0;0;4;13;0;0;0;1;0;0;0;0;4;12;34;1;12;0;5;9;21;8
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;16;;;URBANO;1;2;30;3;1;0;0;0;1;0;0;0;0;1;0;2;1;0;0;1;2;3;3;8;1;0;0;1;0;0;2;0;12;0;1;1;1;3;0;1;0;0;3;27;0;21;0;6;14;23;5
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;17;;;URBANO;1;0;41;0;0;2;0;9;7;1;1;0;0;1;0;3;2;2;0;0;5;0;3;5;1;2;0;1;0;0;3;1;8;0;0;2;5;2;1;0;0;0;1;27;4;7;1;4;9;11;3
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;18;;;URBANO;1;0;33;1;1;2;0;6;6;2;2;1;0;0;0;2;2;2;0;2;3;0;3;3;0;2;0;1;0;0;0;6;3;0;1;0;0;4;0;0;1;0;1;32;0;8;0;11;21;13;2
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;19;;;URBANO;0;0;42;2;1;2;0;5;8;0;3;0;0;0;1;0;1;0;0;0;1;1;4;3;1;0;1;1;0;0;0;3;8;0;0;0;1;2;0;1;0;1;2;26;1;10;0;1;29;9;1
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;20;;;URBANO;0;1;34;2;1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;3;1;2;5;1;1;0;0;0;0;1;5;6;0;0;0;0;2;0;0;0;0;3;23;2;14;0;10;11;19;5
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;21;;;URBANO;0;1;29;2;0;0;1;6;4;0;1;0;2;0;1;0;1;0;0;0;8;0;1;5;2;0;0;0;0;0;1;3;7;1;0;0;2;0;0;0;0;0;3;19;1;9;0;2;23;14;5
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;22;;;URBANO;0;1;25;4;0;0;0;1;4;1;0;0;0;1;0;0;2;0;0;1;0;1;2;5;0;0;1;2;1;0;1;4;9;0;1;1;2;2;0;0;0;0;0;25;2;8;0;7;21;11;2
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;23;;;URBANO;0;3;46;3;0;0;0;8;9;2;1;1;2;0;0;0;0;0;1;0;3;1;1;2;0;0;0;0;0;0;0;1;2;0;0;0;0;4;1;0;0;2;8;17;1;9;0;1;26;9;0
CALDAS ;PACORA ;0;0;PUESTO CABECERA MUNICIPAL;24;;;URBANO;0;0;20;0;0;1;0;3;6;0;1;1;1;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;1;4;1;0;0;0;0;1;0;0;0;0;15;1;3;1;7;11;1;4
CALDAS ;PACORA ;98;1;PUESTO CABECERA MUNICIPAL;1;;;URBANO;0;0;5;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;1;0
CALDAS ;PACORA ;99;1;CARCEL;1;;;RURAL;0;0;11;0;0;0;0;2;1;0;0;0;0;0;0;0;1;1;0;4;57;0;2;1;3;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;5;11;0;55;0;0;10;15;20
CALDAS ;PACORA ;99;1;CASTILLA ;2;;;RURAL;0;1;16;0;1;0;0;1;2;0;2;0;0;0;0;0;0;1;0;0;49;0;2;4;2;0;0;0;1;4;0;2;2;0;0;0;0;0;0;0;0;0;5;9;0;51;1;2;9;18;4
CALDAS ;PACORA ;99;1;CASTILLA ;3;;;RURAL;1;0;9;0;0;0;0;4;4;0;2;0;0;0;0;0;0;0;0;0;15;0;1;0;1;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;1;7;0;21;0;3;11;8;2
CALDAS ;PACORA ;99;3;CASTILLA ;1;;;RURAL;0;1;38;1;1;0;0;0;4;0;0;1;0;0;1;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;2;15;4;8;0;0;6;3;2
CALDAS ;PACORA ;99;5;BUENOS AIRES;1;;;RURAL;0;0;23;0;0;0;0;2;11;0;3;1;0;0;1;0;0;0;0;4;5;1;0;4;4;3;0;4;0;1;1;0;2;0;0;0;1;0;0;0;0;1;8;37;2;49;0;1;9;23;15
CALDAS ;PACORA ;99;5;LAS COLES;2;;;RURAL;1;0;22;0;2;1;0;0;8;0;1;0;0;0;1;0;0;0;0;2;1;0;3;4;2;2;0;0;0;1;0;3;4;1;0;1;1;2;0;0;0;1;6;22;0;31;1;2;16;19;9
CALDAS ;PACORA ;99;5;LAS COLES;3;;;RURAL;0;0;12;1;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;2;2;8;3;6;0;0;3;2;1
CALDAS ;PACORA ;99;7;LAS COLES;1;;;RURAL;0;0;36;0;0;1;1;5;2;0;0;0;2;0;0;0;0;1;0;0;5;6;0;4;1;1;0;2;0;0;0;3;11;1;0;0;2;0;0;1;0;5;9;24;2;8;1;4;10;18;16
CALDAS ;PACORA ;99;7;LOS MORROS;2;;;RURAL;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CALDAS ;PACORA ;99;9;LOS MORROS;1;;;RURAL;0;2;44;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;2;4;0;5;0;0;1;0;0;0;0;1;4;2;0;0;0;1;2;1;0;0;11;8;34;2;29;0;1;5;30;6
CALDAS ;PACORA ;99;9;SAN BARTOLOME;2;;;RURAL;0;0;56;0;0;0;1;1;4;0;1;0;0;0;1;0;0;0;0;0;1;0;1;3;3;1;0;0;0;0;0;1;3;0;0;0;0;3;0;0;0;8;10;44;3;27;0;2;6;23;2
CALDAS ;PACORA ;99;9;SAN BARTOLOME;3;;;RURAL;0;0;19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;1;8;1;14;0;2;3;2;0
CALDAS ;PACORA ;99;11;SAN BARTOLOME;1;;;RURAL;0;0;16;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;1;2;1;0;1;0;1;0;1;0;0;1;5;2;23;0;0;1;0;0;1;0;0;0;3;10;0;6;0;9;2;13;4
CALDAS ;PACORA ;99;50;SAN LORENZO;1;;;RURAL;2;2;41;0;0;0;0;2;5;0;1;0;0;1;3;0;1;0;0;5;1;0;0;2;6;2;0;1;1;0;1;1;0;1;0;1;3;1;0;0;0;1;4;14;1;3;1;0;14;19;3
CALDAS ;PACORA ;99;50;SAN LORENZO;2;;;RURAL;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;8;2;3
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;1;;;URBANO;1;3;76;0;1;0;0;3;7;0;0;2;1;0;4;0;0;2;0;1;2;2;1;3;3;4;0;3;0;0;1;1;1;2;0;1;2;0;1;0;0;6;2;8;0;1;0;0;6;6;12
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;2;;;URBANO;1;2;85;1;1;2;0;2;13;0;0;2;1;0;1;0;0;2;1;0;1;1;2;1;4;3;1;5;0;0;0;0;7;0;0;0;3;2;0;5;0;0;0;14;0;1;0;0;10;11;21
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;3;;;URBANO;0;4;66;0;2;4;0;4;6;0;1;0;0;0;1;0;0;0;0;2;1;0;3;1;4;1;0;4;0;1;4;1;6;1;0;0;4;3;1;0;0;4;2;8;1;0;0;0;5;13;14
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;4;;;URBANO;1;4;62;1;1;1;0;4;16;0;0;1;0;1;3;1;0;0;0;1;1;0;1;3;1;4;1;7;0;1;0;1;5;1;0;0;0;2;1;0;0;6;5;12;0;0;0;0;10;10;7
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;5;;;URBANO;0;0;40;5;0;0;0;0;3;0;1;0;0;0;4;2;0;0;0;0;0;1;1;0;3;1;0;2;0;0;0;3;2;1;0;0;2;2;0;1;0;5;1;8;1;0;1;0;7;11;8
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;6;;;URBANO;0;1;27;5;4;0;0;3;10;0;0;3;1;0;2;2;1;1;0;0;2;1;2;1;0;3;0;2;0;0;0;3;2;0;0;0;3;4;0;0;0;7;1;6;0;0;0;0;11;10;7
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;7;;;URBANO;0;5;48;2;1;1;1;10;9;2;2;2;0;0;2;3;0;5;1;1;3;3;0;4;1;4;0;4;1;1;3;2;2;0;0;1;0;1;0;0;0;1;5;9;0;1;0;0;11;14;10
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;8;;;URBANO;0;1;59;3;1;3;0;6;3;0;1;0;0;0;0;0;0;0;0;2;0;0;3;2;1;0;0;3;0;2;1;1;2;2;1;0;4;2;1;0;0;2;7;9;0;1;0;0;0;0;0
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;9;;;URBANO;0;1;59;0;2;3;0;4;8;0;1;2;1;0;1;2;0;4;0;0;3;2;2;0;1;4;0;6;0;1;0;4;5;0;0;1;3;1;2;1;2;3;1;8;0;1;0;2;7;0;8
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;10;;;URBANO;0;4;96;2;0;3;0;3;12;1;2;0;4;0;2;0;0;2;1;1;1;0;0;0;1;5;0;5;0;0;1;2;5;0;1;0;1;4;0;1;0;8;3;2;0;1;0;0;2;11;10
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;11;;;URBANO;0;2;112;0;1;3;0;4;13;0;1;1;1;0;2;3;0;0;0;1;1;0;4;6;2;5;0;5;0;4;1;6;5;0;0;1;1;2;0;0;0;11;1;17;0;0;0;2;7;17;5
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;12;;;URBANO;0;3;90;2;0;5;0;5;7;1;2;1;0;0;2;0;1;0;0;0;1;1;1;4;4;3;0;5;1;1;1;1;3;2;1;0;0;2;0;1;0;6;3;11;0;0;0;4;8;11;6
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;13;;;URBANO;0;1;85;1;2;4;1;1;6;3;1;3;1;0;1;2;0;1;0;2;0;0;3;2;0;4;0;4;1;0;2;3;4;1;0;0;2;2;0;0;1;7;3;9;2;0;0;1;7;13;2
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;14;;;URBANO;0;2;54;2;0;6;0;7;9;2;1;2;1;0;1;2;2;2;0;0;2;0;5;2;0;0;1;2;0;0;0;1;3;1;0;0;2;2;0;1;0;6;0;9;0;0;0;0;8;14;3
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;15;;;URBANO;0;3;72;2;0;2;0;10;8;0;0;1;1;0;2;0;1;1;0;0;3;2;2;3;2;1;0;5;0;1;0;10;9;0;0;0;1;3;0;0;0;4;0;11;0;1;0;1;4;22;8
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;16;;;URBANO;0;6;62;0;1;3;1;0;7;0;2;1;0;0;3;4;1;1;1;0;4;2;3;2;1;1;0;6;0;0;2;2;7;1;0;0;1;1;0;0;0;9;1;6;1;1;0;0;10;25;4
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;17;;;URBANO;0;1;55;2;2;1;0;3;12;0;1;1;1;0;4;1;0;4;0;0;3;0;2;0;3;4;0;3;0;0;1;2;6;1;0;0;0;2;0;0;0;4;1;9;0;0;0;0;10;12;2
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;18;;;URBANO;0;0;77;1;0;8;2;6;12;1;2;2;0;0;1;0;0;0;2;0;2;0;3;0;2;0;0;3;0;3;0;2;6;0;0;1;2;1;2;1;1;3;0;9;0;3;0;1;18;6;0
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;19;;;URBANO;0;0;72;4;0;4;0;4;8;1;1;1;2;0;1;1;0;4;1;0;1;0;0;1;1;1;0;3;0;2;0;2;2;1;0;0;0;2;0;1;1;2;1;13;1;0;1;1;14;4;4
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;20;;;URBANO;0;1;54;2;0;7;0;4;13;0;2;0;0;0;2;0;1;1;0;0;0;0;2;2;1;4;1;5;0;0;0;1;7;1;0;0;1;1;1;1;0;4;0;11;0;4;0;1;7;12;0
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;21;;;URBANO;0;3;42;2;4;6;0;5;12;1;1;0;0;0;0;1;0;1;1;1;0;0;3;1;0;1;0;5;0;1;0;1;7;3;0;0;1;2;0;3;0;0;4;5;0;0;0;1;13;8;1
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;22;;;URBANO;0;1;59;1;0;3;0;4;8;1;3;3;1;0;1;0;0;0;0;1;1;0;1;1;0;1;1;2;0;0;0;4;9;0;0;0;0;3;1;0;0;5;1;7;2;0;1;0;14;10;0
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;23;;;URBANO;1;0;56;2;2;2;0;4;8;1;3;1;0;0;0;1;0;1;0;1;1;0;4;2;0;2;0;7;0;0;0;3;7;2;0;0;2;1;0;0;0;6;1;1;0;0;1;0;12;11;1
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;24;;;URBANO;0;0;53;0;1;5;0;4;9;0;1;5;1;0;0;2;1;2;0;0;2;0;2;2;1;1;0;5;0;0;2;6;4;1;1;0;0;2;1;1;1;3;1;5;2;0;0;1;10;6;2
CALDAS ;PALESTINA  ;0;0;PUESTO CABECERA MUNICIPAL;25;;;URBANO;0;1;33;0;2;9;1;6;4;1;1;1;1;0;2;2;0;0;0;0;1;0;2;0;0;1;0;3;0;0;0;0;4;0;0;0;0;0;0;1;1;3;0;9;0;0;1;0;18;7;0
CALDAS ;PALESTINA  ;99;1;ARAUCA;1;;;RURAL;0;3;27;0;0;0;0;2;10;0;0;2;0;0;1;0;2;0;0;0;3;0;4;0;0;1;0;8;0;0;0;2;0;0;0;0;2;2;0;1;0;5;1;21;2;0;0;0;3;17;2
CALDAS ;PALESTINA  ;99;1;ARAUCA;2;;;RURAL;0;1;32;0;3;0;0;8;10;1;1;0;0;0;2;0;2;0;0;1;2;1;10;0;3;1;0;12;0;0;0;2;0;0;0;0;2;2;0;2;0;2;2;23;5;2;0;0;8;24;9
CALDAS ;PALESTINA  ;99;1;ARAUCA;3;;;RURAL;0;2;31;2;0;0;0;9;8;2;0;0;0;0;2;2;1;1;0;3;0;1;13;1;5;3;0;6;1;0;0;1;1;0;0;0;4;5;0;0;0;7;5;25;2;4;0;1;0;30;9
CALDAS ;PALESTINA  ;99;1;ARAUCA;4;;;RURAL;0;0;37;2;1;0;1;4;15;1;0;0;2;1;2;1;1;1;0;1;1;0;5;2;0;0;0;8;0;0;0;0;0;0;0;0;2;0;0;1;0;10;6;24;1;2;0;0;2;21;8
CALDAS ;PALESTINA  ;99;1;ARAUCA;5;;;RURAL;0;1;49;1;2;0;0;7;20;0;2;1;0;0;5;1;3;0;0;2;1;0;5;0;2;1;0;10;0;0;0;1;1;0;0;1;2;3;0;0;0;4;8;34;2;1;0;2;3;13;5
CALDAS ;PALESTINA  ;99;1;ARAUCA;6;;;RURAL;0;1;45;2;1;0;1;4;27;0;2;0;0;0;1;5;2;2;0;0;4;0;7;3;0;2;0;12;1;0;0;1;2;0;0;1;0;2;0;1;0;5;5;31;2;5;1;0;3;26;15
CALDAS ;PALESTINA  ;99;1;ARAUCA;7;;;RURAL;1;2;48;0;2;1;0;1;14;0;2;1;0;1;4;1;0;0;0;3;1;1;3;0;2;0;0;7;0;1;2;1;1;0;1;0;0;2;0;0;0;6;5;35;1;2;1;1;8;18;7
CALDAS ;PALESTINA  ;99;1;ARAUCA;8;;;RURAL;0;1;40;4;1;1;0;5;20;0;1;0;0;0;0;3;3;0;4;1;0;1;4;1;0;1;0;12;0;0;0;0;1;0;0;0;1;2;0;2;0;0;8;32;1;1;0;0;7;22;8
CALDAS ;PALESTINA  ;99;1;ARAUCA;9;;;RURAL;0;2;40;2;1;3;1;4;19;2;2;0;0;1;1;1;0;7;0;1;1;0;10;1;5;1;0;0;0;0;1;1;0;0;1;0;0;1;0;2;0;5;5;20;0;0;1;0;7;14;4
CALDAS ;PALESTINA  ;99;1;ARAUCA;10;;;RURAL;0;0;40;2;1;0;1;4;24;0;5;0;1;0;3;1;2;0;0;0;1;1;12;1;1;1;0;1;3;0;0;2;0;0;0;0;1;1;0;0;0;2;0;18;1;1;1;1;4;15;3
CALDAS ;PALESTINA  ;99;1;ARAUCA;11;;;RURAL;0;0;40;1;5;1;1;10;28;0;1;1;0;1;2;1;1;3;1;0;1;1;18;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;5;6;26;2;0;1;0;6;7;2
CALDAS ;PALESTINA  ;99;1;ARAUCA;12;;;RURAL;0;1;35;0;0;1;1;2;14;0;1;0;0;0;1;3;1;1;0;0;0;0;10;1;8;10;15;14;2;6;0;1;2;0;0;0;0;6;0;3;0;1;2;23;4;1;2;1;8;3;1
CALDAS ;PALESTINA  ;99;1;ARAUCA;13;;;RURAL;0;3;36;1;2;0;0;1;24;0;3;0;0;0;1;1;0;3;0;1;0;0;9;0;1;0;0;1;0;1;0;1;2;0;0;0;0;2;0;0;0;1;2;35;1;1;0;1;4;12;2
CALDAS ;PALESTINA  ;99;1;ARAUCA;14;;;RURAL;0;0;39;0;1;1;0;1;19;0;3;0;0;0;0;1;0;0;2;0;2;0;6;1;1;0;0;0;0;0;0;1;0;0;0;0;0;3;1;0;0;4;0;19;5;2;0;0;2;0;0
CALDAS ;PALESTINA  ;99;9;LA PLATA;1;;;RURAL;0;4;50;0;1;2;0;5;3;6;0;0;4;0;1;0;0;0;0;1;0;1;0;4;7;11;2;3;2;1;0;4;5;1;0;0;2;2;1;0;0;0;0;4;1;0;0;1;9;13;13
CALDAS ;PALESTINA  ;99;9;LA PLATA;2;;;RURAL;0;0;51;2;1;2;0;1;6;1;1;2;1;0;0;1;0;0;0;0;4;0;5;2;4;8;1;9;0;0;0;4;4;0;0;0;0;3;1;0;0;3;0;13;0;0;0;0;9;8;1
CALDAS ;PALESTINA  ;99;9;LA PLATA;3;;;RURAL;0;0;10;0;0;0;0;0;3;1;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;0
CALDAS ;PALESTINA  ;99;60;SANTAGUEDA;1;;;RURAL;1;1;34;3;2;2;1;2;14;2;4;0;4;0;1;2;0;1;0;0;3;1;4;2;3;11;0;13;3;6;0;2;0;0;1;0;0;0;2;2;0;0;4;6;0;2;0;0;8;7;9
CALDAS ;PALESTINA  ;99;60;SANTAGUEDA;2;;;RURAL;1;1;48;1;0;2;2;5;9;1;1;0;2;1;2;0;0;0;0;1;3;3;3;1;2;6;0;9;0;3;1;3;0;0;1;0;0;3;0;0;0;3;1;10;0;1;0;2;17;9;2
CALDAS ;PALESTINA  ;99;60;SANTAGUEDA;3;;;RURAL;0;0;15;1;1;0;0;2;6;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;3;0
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;1;;;URBANO;0;0;5;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;1;7;5;1;25;1;6;2;1;59;1;1;2;16;0;1;0;0;2;0;0;0;0;0;1;1;0;0;0;0;4;11;11
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;2;;;URBANO;1;0;5;0;1;0;0;3;1;0;1;0;0;1;0;0;1;0;1;10;3;0;25;0;12;12;0;90;1;0;1;18;0;0;0;0;1;0;0;0;0;0;3;2;0;6;0;0;9;26;10
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;3;;;URBANO;0;1;4;0;0;0;0;2;5;1;2;0;0;0;2;1;0;0;1;5;1;2;27;0;8;5;1;52;2;1;1;20;0;1;0;0;1;0;0;1;0;0;0;8;0;1;0;0;4;14;12
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;4;;;URBANO;0;1;2;0;0;0;0;1;5;2;3;0;0;0;1;1;2;0;0;2;0;0;20;0;8;6;0;42;0;0;2;25;0;0;1;0;1;0;0;0;0;1;1;4;0;3;0;0;4;15;5
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;5;;;URBANO;0;0;6;3;3;0;0;1;5;0;0;0;1;0;1;2;0;0;0;5;5;0;22;0;8;7;0;58;0;0;1;17;0;2;0;0;1;0;0;0;0;3;2;7;0;2;0;0;7;13;11
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;6;;;URBANO;0;0;3;1;2;0;0;2;3;0;1;0;0;1;0;0;0;1;0;1;4;1;36;1;7;2;0;51;0;0;2;18;1;0;0;0;0;0;0;2;0;1;1;1;0;2;0;0;5;13;7
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;7;;;URBANO;0;0;7;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;4;3;22;1;0;6;0;30;1;0;1;31;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;5;18;3
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;8;;;URBANO;0;1;3;0;0;0;0;3;5;1;0;0;1;0;1;0;0;1;1;5;2;2;22;0;3;8;0;52;0;0;0;23;1;1;0;0;2;1;0;0;0;1;0;6;0;2;0;0;9;14;6
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;9;;;URBANO;0;0;5;0;0;0;0;1;6;0;2;0;0;1;1;0;0;2;1;3;5;2;13;1;9;3;1;52;1;0;0;22;0;0;0;0;2;0;0;0;0;1;1;1;0;1;0;0;6;12;8
